product_id,sku,product_name,brand,category,subcategory,supplier,cost_price,selling_price,discount_percent,profit_margin,weight,length,width,height,warehouse_id,stock_quantity,reorder_level,launch_date,product_status,supplier_rating,return_rate,created_at,updated_at,color,material,warranty_months,is_active,min_order_qty,max_order_qty
PROD-02930,BEA-MAK-NEU-378,Neutrogena Eco Makeup,Neutrogena,Beauty,Makeup,Elite Wholesale,9.03,23.08,0,0.61,0.10,3.30,5.70,6.00,WH-05,96,33,2024-06-19,Active,4.11,0.03,2024-06-11,2024-10-18,Blue,Natural Oil,0,True,1,20
PROD-02931,BEA-MAK-MAC-498,Mac Classic Makeup,Mac,Beauty,Makeup,Summit Suppliers,4.00,8.85,0,0.55,0.13,5.30,2.10,6.90,WH-03,643,80,2024-07-30,Active,4.73,0.02,2024-07-23,2024-09-13,,Natural Oil,0,True,1,20
PROD-02932,ELE-LAP-APP-253,Apple Classic Laptop,Apple,Electronics,Laptops,Apex Distributors,969.68,1401.51,5,0.31,1.62,31.20,25.50,1.50,WH-01,1471,78,2025-07-27,Discontinued,2.07,0.04,2025-07-09,2025-10-05,Blue,Metal,36,False,1,100
PROD-02933,APP-SHI-PUM-769,Puma Deluxe Shirt,Puma,Apparel,Shirts,Apex Distributors,22.19,54.80,20,0.60,0.20,30.80,26.40,2.60,WH-02,826,92,2025-06-09,Active,3.78,0.14,2025-06-03,2025-09-11,Red,Polyester,0,True,1,100
PROD-02934,ELE-LAP-BOS-833,Bose Deluxe Laptop,Bose,Electronics,Laptops,Prime Logistics,800.36,960.88,0,0.17,2.33,31.50,25.30,1.80,WH-07,197,69,2025-06-09,Active,3.78,0.05,2025-05-20,2025-09-08,Grey,Metal,36,True,1,20
PROD-02935,APP-JAC-NIK-946,Nike Pro Jacket,Nike,Apparel,Jackets,Elite Wholesale,45.79,89.60,10,0.49,0.94,41.20,35.10,5.70,WH-06,962,22,2025-04-21,Active,3.56,0.14,2025-04-10,2025-05-23,Navy,Cotton,0,True,1,20
PROD-02936,BEA-FRA-MAY-503,Maybelline Signature Fragrance,Maybelline,Beauty,Fragrance,Elite Wholesale,99.86,209.33,,0.52,0.12,9.00,9.70,16.80,WH-09,1211,31,2025-11-26,Active,4.31,0.05,2025-11-17,2026-01-18,Navy,Natural Oil,0,True,1,100
PROD-02937,GRO-BEV-QUA-857,Quaker Ultra Beverage,Quaker,Groceries,Beverages,Elite Wholesale,6.85,7.99,0,0.14,1.13,10.60,7.60,22.80,WH-04,855,41,2025-08-07,Discontinued,3.06,0.01,2025-07-27,2025-11-17,Grey,Paper Pack,0,False,1,10
PROD-02938,ELE-PHO-HP-239,HP Essential Phone,HP,Electronics,Phones,Global Trade Corp,280.66,388.71,0,0.28,0.25,15.20,7.10,0.90,WH-01,746,62,2025-12-01,Active,4.85,0.04,2025-11-15,2026-03-10,White,Plastic,36,True,1,5
PROD-02939,ELE-PHO-BOS-947,Bose Essential Phone,Bose,Electronics,Phones,Apex Distributors,229.07,315.40,0,0.27,0.24,14.40,7.90,0.80,WH-09,141,81,2024-10-08,Active,4.78,0.07,2024-09-27,2025-01-01,,Metal,36,True,1,100
PROD-02940,HOM-BED-KIT-886,KitchenAid Deluxe Bedding,KitchenAid,Home & Kitchen,Bedding,Elite Wholesale,78.29,141.84,15,0.45,1.75,35.20,35.80,8.40,WH-05,806,83,2025-03-05,Active,4.39,0.10,2025-02-22,2025-03-16,Beige,Metal,0,True,1,20
PROD-02941,ELE-LAP-SAM-899,Samsung Essential Laptop,Samsung,Electronics,Laptops,Summit Suppliers,914.08,1240.76,30,0.26,1.75,34.30,22.70,2.40,WH-04,1362,43,2024-01-12,Active,4.19,0.04,2024-01-05,2024-05-12,Blue,Plastic,24,True,1,5
PROD-02942,ELE-TV-HP-742,HP Eco TV,HP,Electronics,TV,Apex Distributors,616.06,854.62,,0.28,22.55,138.20,55.30,6.40,WH-03,831,38,2024-04-14,Active,4.24,0.04,2024-03-30,2024-07-15,Red,Plastic,36,True,1,100
PROD-02943,GRO-SNA-PEP-132,PepsiCo Essential Snack,PepsiCo,Groceries,Snacks,Summit Suppliers,5.85,7.18,0,0.19,0.36,20.00,10.30,22.70,WH-03,1285,53,2024-08-01,Active,3.90,0.02,2024-07-23,2024-08-04,Red,Tin Can,0,True,1,10
PROD-02944,GRO-BEV-HEI-145,Heinz Signature Beverage,,Groceries,Beverages,Global Trade Corp,6.87,8.45,0,0.19,2.36,8.80,7.90,20.30,WH-10,1098,70,2025-03-23,Active,4.91,0.01,2025-03-04,2025-05-29,Pink,,0,True,1,100
PROD-02945,BEA-SKI-MAC-561,Mac Deluxe Skincare,Mac,Beauty,Skincare,Elite Wholesale,13.21,39.60,,0.67,0.29,4.50,4.60,9.70,WH-01,1164,64,2024-10-12,Active,3.98,0.05,2024-10-02,2025-01-19,Grey,Organic Compounds,0,True,1,10
PROD-02946,ELE-LAP-SON-882,Sony Pro Laptop,Sony,Electronics,Laptops,Summit Suppliers,580.69,837.77,,0.31,1.34,35.20,23.80,1.70,WH-01,588,87,2024-01-06,Active,4.38,0.05,2023-12-17,2024-02-25,Navy,Metal,,True,1,5
PROD-02947,BEA-SKI-SEP-981,Sephora Smart Skincare,Sephora,Beauty,Skincare,Elite Wholesale,29.38,67.08,0,0.56,0.15,4.40,7.60,12.30,WH-10,224,76,2024-01-09,Active,3.55,0.03,2023-12-24,2024-04-18,,Organic Compounds,0,True,1,10
PROD-02948,GRO-ORG-GEN-703,General Mills Pro Organic,General Mills,Groceries,Organic,Prime Logistics,10.68,13.33,0,0.20,0.76,16.20,11.70,16.40,WH-06,1230,35,2025-04-09,Active,4.66,0.01,2025-03-22,2025-07-19,Silver,Plastic Bottle,0,True,1,20
PROD-02949,HOM-BED-SHA-884,Shark Eco Bedding,Shark,Home & Kitchen,Bedding,Summit Suppliers,76.93,145.64,,0.47,1.82,33.40,33.70,10.70,WH-10,1326,100,2024-03-06,Active,4.49,0.08,2024-02-15,2024-03-19,Red,Metal,24,True,1,5
PROD-02950,ELE-LAP-LG-128,LG Eco Laptop,,Electronics,Laptops,Elite Wholesale,1130.78,1530.96,,0.26,1.26,33.60,21.90,2.40,WH-10,258,53,2024-10-04,Out of Stock,3.79,0.03,2024-09-23,2024-10-09,Pink,Plastic,36,False,1,100
PROD-02951,HOM-FUR-WAY-367,Wayfair Smart Furniture,Wayfair,Home & Kitchen,Furniture,Apex Distributors,381.35,690.11,0,0.45,30.11,139.40,50.40,40.70,WH-09,493,82,2025-06-18,Active,3.84,0.10,2025-06-06,2025-10-26,Green,Fabric,0,True,1,100
PROD-02952,APP-SHO-ADI-526,Adidas Essential Shoe,Adidas,Apparel,Shoes,Prime Logistics,60.69,111.52,0,0.46,0.72,33.30,22.90,11.30,WH-07,537,26,2024-11-16,Active,3.69,0.13,2024-10-27,2025-01-10,White,Cotton,3,True,1,20
PROD-02953,ELE-LAP-LG-438,LG Essential Laptop,LG,Electronics,Laptops,Elite Wholesale,1070.38,1474.95,5,0.27,2.28,35.30,23.90,2.10,WH-10,256,85,2025-04-05,Active,3.55,0.06,2025-03-19,2025-06-13,Black,Plastic,36,True,1,100
PROD-02954,GRO-PAN-KEL-191,Kelloggs Smart Pantry,Kelloggs,Groceries,Pantry,Global Trade Corp,1.67,2.04,0,0.18,0.67,9.90,13.10,14.70,WH-04,935,48,2025-04-20,Active,3.55,0.02,2025-04-09,2025-08-24,Black,Tin Can,,True,1,10
PROD-02955,HOM-FUR-CUI-503,Cuisinart Ultra Furniture,Cuisinart,Home & Kitchen,Furniture,Elite Wholesale,437.05,724.69,10,0.40,20.48,117.00,48.80,65.50,WH-05,1299,39,2024-01-29,Active,3.85,0.09,2024-01-21,2024-04-14,Navy,Ceramic,12,True,1,10
PROD-02956,GRO-SNA-QUA-129,Quaker Premium Snack,Quaker,Groceries,Snacks,Apex Distributors,3.88,4.64,25,0.16,0.43,17.40,7.40,23.90,WH-03,1037,89,2024-07-21,Active,3.73,0.01,2024-07-13,2024-11-25,Green,Tin Can,0,True,1,5
PROD-02957,HOM-COO-CAL-704,Calphalon Essential Cookware,Calphalon,Home & Kitchen,Cookware,Apex Distributors,44.23,75.64,15,0.42,1.64,27.60,33.60,24.90,WH-05,159,39,2024-10-16,Active,4.94,0.10,2024-10-02,2025-01-14,Beige,Ceramic,24,True,1,100
PROD-02958,APP-SHI-H&M-600,H&M Eco Shirt,H&M,Apparel,Shirts,Summit Suppliers,23.79,45.53,0,0.48,0.23,27.00,25.30,2.90,WH-05,430,70,2024-05-01,Active,4.49,0.22,2024-04-13,2024-06-26,Grey,Polyester,3,True,1,20
PROD-02959,HOM-BED-WAY-753,Wayfair Pro Bedding,Wayfair,Home & Kitchen,Bedding,Summit Suppliers,31.45,47.59,0,0.34,1.67,44.10,42.10,12.30,WH-03,281,72,2024-05-08,Active,4.72,0.08,2024-04-23,2024-06-22,Pink,Glass,12,True,1,10
PROD-02960,GRO-ORG-PEP-461,PepsiCo Ultra Organic,PepsiCo,Groceries,Organic,Summit Suppliers,4.05,4.71,5,0.14,0.45,10.00,16.60,12.50,WH-03,680,41,2024-05-04,Active,4.48,0.01,2024-04-27,2024-06-16,,Plastic Bottle,0,True,1,100
PROD-02961,APP-JAC-LEV-844,Levis Pro Jacket,Levis,Apparel,Jackets,Global Trade Corp,45.20,82.54,0,0.45,1.44,40.50,37.20,4.70,WH-09,1471,36,2024-01-13,Active,3.97,0.21,2024-01-05,2024-05-12,Pink,Polyester,3,True,1,20
PROD-02962,ELE-TV-SAM-757,Samsung Signature TV,Samsung,Electronics,TV,Prime Logistics,403.75,576.94,0,0.30,27.37,100.70,77.50,11.80,WH-10,1354,95,2025-06-06,Discontinued,2.14,0.06,2025-05-28,2025-10-17,Pink,Plastic,24,False,1,5
PROD-02963,GRO-SNA-GEN-587,General Mills Premium Snack,General Mills,Groceries,Snacks,Elite Wholesale,2.57,2.98,0,0.14,0.14,18.10,10.80,22.30,WH-09,1269,67,2025-07-20,Active,3.96,0.01,2025-07-14,2025-07-31,,Tin Can,0,True,1,100
PROD-02964,GRO-BEV-KRA-563,Kraft Essential Beverage,Kraft,Groceries,Beverages,Apex Distributors,4.59,5.36,0,0.14,0.55,9.80,12.00,19.10,WH-08,952,69,2025-11-20,Active,3.58,0.01,2025-11-01,2026-03-26,Silver,Plastic Bottle,0,True,1,100
PROD-02965,HOM-BED-KEU-552,Keurig Deluxe Bedding,Keurig,Home & Kitchen,Bedding,Apex Distributors,60.17,119.98,0,0.50,1.73,43.40,39.90,7.40,WH-10,712,61,2025-08-26,Active,4.63,0.06,2025-08-12,2026-01-09,Navy,Fabric,24,True,1,5
PROD-02966,GRO-SNA-NES-222,Nestle Smart Snack,Nestle,Groceries,Snacks,Global Trade Corp,3.72,4.50,10,0.17,0.37,14.10,9.20,17.10,WH-04,885,32,2025-01-20,Active,3.68,0.02,2025-01-04,2025-04-08,Beige,Glass Jar,0,True,1,10
PROD-02967,GRO-ORG-GEN-328,General Mills Ultra Organic,General Mills,Groceries,Organic,Global Trade Corp,17.73,21.98,10,0.19,0.79,15.80,9.40,17.10,WH-06,478,30,2025-09-08,Active,4.18,0.02,2025-08-22,2025-10-08,Grey,Paper Pack,0,True,1,5
PROD-02968,GRO-BEV-KEL-162,Kelloggs Classic Beverage,Kelloggs,Groceries,Beverages,Summit Suppliers,5.38,6.25,10,0.14,1.35,6.90,6.60,29.80,WH-04,69,81,2024-04-08,Active,4.27,0.01,2024-04-03,2024-07-24,Black,Paper Pack,0,True,1,10
PROD-02969,BEA-HAI-MAY-569,Maybelline Classic Haircare,Maybelline,Beauty,Haircare,Summit Suppliers,20.15,47.17,0,0.57,0.37,8.70,9.30,24.90,WH-02,521,30,2024-04-03,Active,4.83,0.02,2024-03-16,2024-06-09,Grey,Organic Compounds,0,True,1,100
PROD-02970,GRO-ORG-HEI-853,Heinz Premium Organic,Heinz,Groceries,Organic,Prime Logistics,12.11,15.66,,0.23,0.36,15.40,9.20,14.30,WH-09,1297,69,2025-01-15,Active,4.26,0.02,2025-01-03,2025-03-07,Green,Plastic Bottle,0,True,1,20
PROD-02971,ELE-PHO-SON-707,Sony Premium Phone,Sony,Electronics,Phones,Prime Logistics,269.37,386.83,25,0.30,0.17,15.40,7.30,0.80,WH-01,268,41,2025-11-15,Active,4.64,0.05,2025-11-03,2026-04-11,,,12,True,1,20
PROD-02972,APP-SHO-NIK-893,Nike Pro Shoe,,Apparel,Shoes,Summit Suppliers,97.33,182.00,0,0.47,0.72,32.70,18.90,13.00,WH-01,1227,41,2024-06-25,Active,4.64,0.13,2024-06-10,2024-10-23,,Wool,0,True,1,10
PROD-02973,GRO-BEV-KEL-864,Kelloggs Ultra Beverage,,Groceries,Beverages,Apex Distributors,2.65,3.27,15,0.19,2.20,11.40,6.60,16.70,WH-05,1018,25,2024-10-29,Discontinued,2.79,0.01,2024-10-18,2025-01-16,Green,Glass Jar,0,False,1,10
PROD-02974,ELE-TV-BOS-418,Bose Classic TV,Bose,Electronics,TV,Apex Distributors,584.80,713.06,0,0.18,23.57,114.00,81.10,5.90,WH-03,114,42,2024-02-10,Active,4.96,0.06,2024-01-21,2024-03-09,White,Metal,36,True,1,5
PROD-02975,APP-SHO-LEV-176,Levis Essential Shoe,Levis,Apparel,Shoes,Elite Wholesale,43.94,96.60,5,0.55,0.95,30.40,23.50,12.80,WH-07,1320,66,2024-03-01,Active,3.89,0.20,2024-02-12,2024-04-15,Blue,Wool,0,True,1,10
PROD-02976,HOM-COO-KIT-746,KitchenAid Deluxe Cookware,KitchenAid,Home & Kitchen,Cookware,Global Trade Corp,29.85,58.56,,0.49,1.07,34.20,36.00,24.90,WH-01,1237,77,2025-02-21,Active,4.39,0.10,2025-02-04,2025-05-15,,Ceramic,24,True,1,20
PROD-02977,ELE-LAP-LOG-645,Logitech Smart Laptop,Logitech,Electronics,Laptops,Apex Distributors,1015.51,1456.36,0,0.30,2.45,35.10,24.60,2.10,WH-02,600,30,2025-09-09,Active,4.52,0.04,2025-08-30,2025-12-06,Black,Plastic,24,True,1,100
PROD-02978,GRO-ORG-COC-753,Coca-Cola Essential Organic,Coca-Cola,Groceries,Organic,Global Trade Corp,14.71,17.66,0,0.17,0.46,9.80,17.80,11.00,WH-04,1109,87,2024-03-25,Active,3.73,0.02,2024-03-16,2024-06-20,Green,Tin Can,0,True,1,10
PROD-02979,APP-SHI-LEV-675,Levis Smart Shirt,Levis,Apparel,Shirts,Apex Distributors,8.16,19.94,0,0.59,0.15,29.40,23.90,1.70,WH-10,1227,55,2025-04-29,Active,3.86,0.22,2025-04-16,2025-06-26,White,Denim,3,True,1,5
PROD-02980,APP-SHI-GAP-682,Gap Ultra Shirt,Gap,Apparel,Shirts,Prime Logistics,22.36,44.97,0,0.50,0.16,27.30,22.80,1.40,WH-10,223,79,2025-11-23,Active,4.42,0.19,2025-11-09,2025-12-18,Navy,Polyester,3,True,1,20
PROD-02981,ELE-HEA-LG-176,LG Essential Headphone,LG,Electronics,Headphones,Elite Wholesale,96.50,130.47,0,0.26,0.18,21.60,16.40,6.90,WH-09,1449,39,2024-04-01,Active,4.38,0.05,2024-03-22,2024-04-17,White,Plastic,12,True,1,20
PROD-02982,ELE-TV-APP-839,Apple Pro TV,Apple,Electronics,TV,Prime Logistics,998.11,1405.72,5,0.29,27.89,109.60,78.20,10.20,WH-07,1203,90,2024-08-19,Active,4.51,0.07,2024-08-01,2024-09-20,Blue,,12,True,1,20
PROD-02983,APP-SHI-ADI-734,Adidas Deluxe Shirt,Adidas,Apparel,Shirts,Apex Distributors,12.61,26.40,,0.52,0.24,28.80,24.40,2.60,WH-05,1145,29,2024-01-11,Active,3.68,0.17,2023-12-25,2024-01-16,White,Denim,0,True,1,20
PROD-02984,HOM-APP-SHA-387,Shark Classic Appliance,Shark,Home & Kitchen,Appliances,Prime Logistics,342.58,558.78,0,0.39,17.03,34.50,47.90,32.50,WH-09,96,91,2024-11-11,Active,5.00,0.08,2024-10-25,2024-11-17,White,Fabric,0,True,1,20
PROD-02985,APP-SHI-ZAR-904,Zara Eco Shirt,Zara,Apparel,Shirts,Apex Distributors,8.77,19.76,10,0.56,0.15,30.40,22.90,2.90,WH-05,1263,72,2024-08-29,Active,4.92,0.14,2024-08-16,2024-10-02,Blue,Wool,0,True,1,10
PROD-02986,HOM-COO-IKE-678,Ikea Eco Cookware,Ikea,Home & Kitchen,Cookware,Prime Logistics,18.15,29.95,0,0.39,3.38,36.30,29.80,18.90,WH-10,1353,86,2024-11-14,Active,4.46,0.09,2024-11-02,2025-03-01,Blue,Metal,24,True,1,100
PROD-02987,ELE-LAP-APP-902,Apple Smart Laptop,,Electronics,Laptops,Global Trade Corp,656.00,800.23,20,0.18,1.52,34.10,21.30,2.20,WH-02,1417,21,2025-01-25,Active,4.17,0.03,2025-01-11,2025-04-02,Black,Metal,36,True,1,100
PROD-02988,ELE-HEA-APP-630,Apple Premium Headphone,Apple,Electronics,Headphones,Elite Wholesale,60.86,76.70,5,0.21,0.15,21.50,14.10,8.70,WH-05,1405,33,2024-05-12,Active,4.72,0.03,2024-04-28,2024-08-18,Black,Metal,12,True,1,100
PROD-02989,APP-PAN-H&M-530,H&M Essential Pant,H&M,Apparel,Pants,Prime Logistics,33.35,78.08,0,0.57,0.60,36.20,28.80,3.50,WH-04,297,20,2024-08-13,Active,4.08,0.16,2024-08-05,2024-11-15,Navy,Cotton,0,True,1,20
PROD-02990,APP-SHO-GAP-960,Gap Pro Shoe,Gap,Apparel,Shoes,Summit Suppliers,61.32,122.42,10,0.50,1.01,32.60,22.70,10.50,WH-05,887,86,2025-07-15,Active,4.49,0.15,2025-07-01,2025-09-13,Navy,Polyester,,True,1,10
PROD-02991,APP-SHO-H&M-763,H&M Classic Shoe,H&M,Apparel,Shoes,Prime Logistics,23.76,49.15,0,0.52,0.84,30.50,22.60,12.60,WH-02,1057,86,2024-06-14,Active,4.00,0.14,2024-05-25,2024-07-15,Navy,Polyester,0,True,1,100
PROD-02992,ELE-LAP-SAM-867,Samsung Classic Laptop,Samsung,Electronics,Laptops,Apex Distributors,860.34,1104.32,0,0.22,1.38,31.90,24.20,2.00,WH-09,465,90,2024-04-25,Active,3.98,0.03,2024-04-18,2024-04-28,Pink,Plastic,,True,1,20
PROD-02993,HOM-FUR-KIT-221,KitchenAid Deluxe Furniture,KitchenAid,Home & Kitchen,Furniture,Summit Suppliers,338.06,575.41,0,0.41,31.22,121.20,85.90,87.80,WH-02,1263,52,2025-07-18,Active,3.79,0.05,2025-07-01,2025-12-01,Red,Glass,24,True,1,20
PROD-02994,HOM-BED-CUI-888,Cuisinart Deluxe Bedding,Cuisinart,Home & Kitchen,Bedding,Global Trade Corp,46.06,84.01,0,0.45,2.73,34.40,42.40,9.70,WH-05,560,39,2025-11-08,Active,4.31,0.05,2025-10-26,2025-11-10,Silver,Glass,12,True,1,100
PROD-02995,HOM-BED-KIT-963,KitchenAid Premium Bedding,KitchenAid,Home & Kitchen,Bedding,Prime Logistics,58.21,105.16,0,0.45,1.36,38.90,41.60,11.40,WH-04,695,60,2025-08-02,Active,4.52,0.09,2025-07-22,2025-10-23,Navy,,0,True,1,5
PROD-02996,ELE-PHO-APP-259,Apple Essential Phone,Apple,Electronics,Phones,Apex Distributors,597.10,805.79,5,0.26,0.23,15.10,7.40,0.80,WH-07,651,74,2025-04-02,Active,3.53,0.06,2025-03-17,2025-08-15,Silver,Plastic,24,True,1,5
PROD-02997,HOM-BED-CAL-156,Calphalon Smart Bedding,Calphalon,Home & Kitchen,Bedding,Global Trade Corp,49.38,77.15,0,0.36,1.09,38.30,33.70,10.40,WH-06,93,57,2024-11-10,Active,4.64,0.07,2024-11-02,2025-04-04,Navy,Ceramic,12,True,1,100
PROD-02998,APP-JAC-H&M-868,H&M Eco Jacket,H&M,Apparel,Jackets,Apex Distributors,43.25,80.08,0,0.46,1.74,41.20,30.60,4.80,WH-06,589,60,2024-01-30,Active,4.47,0.21,2024-01-17,2024-04-11,Silver,Wool,0,True,1,10
PROD-02999,ELE-HEA-LG-214,LG Essential Headphone,LG,Electronics,Headphones,Apex Distributors,82.71,114.81,0,0.28,0.39,19.60,17.60,8.60,WH-05,670,31,2024-01-06,Active,4.04,0.04,2023-12-20,2024-05-15,Blue,Metal,24,True,1,5
PROD-03000,BEA-FRA-LOR-127,LOreal Deluxe Fragrance,LOreal,Beauty,Fragrance,Prime Logistics,52.81,106.19,5,0.50,0.24,9.30,8.10,17.20,WH-07,1238,28,2024-04-17,Active,3.55,0.04,2024-03-30,2024-06-16,Beige,,0,True,1,10
PROD-03001,BEA-SKI-CLI-218,Clinique Premium Skincare,,Beauty,Skincare,Summit Suppliers,17.35,35.71,10,0.51,0.05,6.70,7.80,9.20,WH-03,560,84,2024-05-11,Active,4.54,0.02,2024-04-25,2024-06-20,Blue,Organic Compounds,0,True,1,10
PROD-03002,HOM-FUR-SHA-204,Shark Classic Furniture,Shark,Home & Kitchen,Furniture,Summit Suppliers,337.16,585.92,20,0.42,18.70,165.20,54.90,63.20,WH-02,486,62,2024-06-03,Active,3.84,0.09,2024-05-19,2024-09-16,Black,Fabric,,True,1,10
PROD-03003,GRO-BEV-KEL-261,Kelloggs Smart Beverage,Kelloggs,Groceries,Beverages,Elite Wholesale,3.04,3.95,0,0.23,2.21,9.60,7.70,29.20,WH-06,1128,85,2025-01-24,Active,4.74,0.02,2025-01-12,2025-03-02,Red,Plastic Bottle,0,True,1,5
PROD-03004,APP-SHI-ADI-599,Adidas Signature Shirt,Adidas,Apparel,Shirts,Prime Logistics,21.05,46.02,5,0.54,0.29,30.30,29.10,1.10,WH-09,1428,49,2024-10-24,Active,3.97,0.18,2024-10-06,2024-11-20,,Polyester,3,True,1,10
PROD-03005,HOM-FUR-IKE-569,Ikea Essential Furniture,Ikea,Home & Kitchen,Furniture,Elite Wholesale,447.56,672.28,0,0.33,20.61,76.90,67.00,61.90,WH-08,1263,88,2025-08-26,Active,4.83,0.07,2025-08-08,2025-11-30,Red,Metal,0,True,1,100
PROD-03006,HOM-APP-DYS-913,Dyson Essential Appliance,Dyson,Home & Kitchen,Appliances,Summit Suppliers,132.48,212.97,0,0.38,5.39,36.00,58.50,62.90,WH-02,1331,63,2025-06-25,Active,4.75,0.09,2025-06-09,2025-07-20,Pink,Wood,0,True,1,100
PROD-03007,APP-SHI-PUM-355,Puma Pro Shirt,Puma,Apparel,Shirts,Global Trade Corp,21.21,40.61,25,0.48,0.17,30.30,29.70,2.10,WH-07,129,24,2024-12-04,Active,3.77,0.19,2024-11-23,2024-12-16,Blue,Cotton,0,True,1,10
PROD-03008,HOM-BED-DYS-336,Dyson Eco Bedding,Dyson,Home & Kitchen,Bedding,Prime Logistics,44.19,66.38,5,0.33,1.61,31.50,40.50,5.20,WH-09,599,67,2025-01-29,Active,4.60,0.06,2025-01-14,2025-02-04,Black,Glass,,True,1,10
PROD-03009,ELE-LAP-HP-703,HP Deluxe Laptop,HP,Electronics,Laptops,Elite Wholesale,543.32,653.31,0,0.17,2.33,34.60,22.10,1.70,WH-07,412,42,2024-12-07,Discontinued,3.17,0.04,2024-11-30,2024-12-12,,Metal,12,False,1,5
PROD-03010,ELE-LAP-SAM-658,Samsung Pro Laptop,Samsung,Electronics,Laptops,Elite Wholesale,831.97,1081.13,0,0.23,1.22,35.30,24.20,1.80,WH-02,1464,23,2025-06-02,Discontinued,3.44,0.07,2025-05-28,2025-08-23,Beige,Metal,12,False,1,5
PROD-03011,APP-JAC-NIK-703,Nike Pro Jacket,Nike,Apparel,Jackets,Apex Distributors,60.56,112.39,0,0.46,1.73,41.20,36.70,4.20,WH-07,988,73,2024-01-11,Active,4.17,0.17,2023-12-24,2024-05-11,Silver,,3,True,1,100
PROD-03012,HOM-FUR-SHA-637,Shark Signature Furniture,Shark,Home & Kitchen,Furniture,Summit Suppliers,238.87,374.84,,0.36,9.22,134.10,61.10,83.20,WH-03,1109,99,2025-02-17,Active,4.59,0.10,2025-01-28,2025-05-11,White,,0,True,1,5
PROD-03013,ELE-TV-SAM-946,Samsung Deluxe TV,Samsung,Electronics,TV,Prime Logistics,512.06,679.45,10,0.25,25.44,112.90,80.40,6.80,WH-09,1097,56,2025-05-23,Active,4.76,0.06,2025-05-15,2025-08-17,Blue,Metal,24,True,1,5
PROD-03014,HOM-FUR-WAY-208,Wayfair Essential Furniture,Wayfair,Home & Kitchen,Furniture,Apex Distributors,253.46,438.68,0,0.42,16.03,65.20,78.20,74.50,WH-05,164,67,2024-09-11,Active,3.75,0.08,2024-09-01,2024-11-14,White,Fabric,24,True,1,5
PROD-03015,GRO-BEV-QUA-355,Quaker Pro Beverage,Quaker,Groceries,Beverages,Prime Logistics,2.09,2.49,0,0.16,1.49,10.50,6.90,23.50,WH-03,1044,96,2025-10-06,Active,4.39,0.01,2025-09-30,2025-11-14,Blue,Tin Can,0,True,1,5
PROD-03016,GRO-BEV-KRA-561,Kraft Signature Beverage,Kraft,Groceries,Beverages,Elite Wholesale,5.35,6.58,10,0.19,0.85,7.30,10.30,20.00,WH-04,411,76,2025-10-25,Out of Stock,4.71,0.01,2025-10-17,2026-01-19,Blue,Glass Jar,0,False,1,5
PROD-03017,BEA-HAI-LOR-264,LOreal Essential Haircare,LOreal,Beauty,Haircare,Summit Suppliers,25.21,50.56,0,0.50,0.53,6.20,8.10,16.30,WH-10,345,55,2024-04-02,Active,4.38,0.04,2024-03-21,2024-04-09,Pink,Natural Oil,0,True,1,10
PROD-03018,BEA-MAK-MAY-824,Maybelline Premium Makeup,Maybelline,Beauty,Makeup,Prime Logistics,12.67,30.17,0,0.58,0.09,2.10,3.70,8.40,WH-09,34,33,2025-04-12,Active,4.62,0.04,2025-03-23,2025-08-26,Blue,Organic Compounds,0,True,1,100
PROD-03019,GRO-PAN-KRA-718,Kraft Pro Pantry,Kraft,Groceries,Pantry,Apex Distributors,10.62,13.21,30,0.20,1.31,14.80,12.70,18.90,WH-02,804,98,2025-04-28,Active,3.98,0.02,2025-04-11,2025-06-07,Green,Paper Pack,0,True,1,5
PROD-03020,APP-PAN-NIK-384,Nike Deluxe Pant,Nike,Apparel,Pants,Summit Suppliers,15.87,33.39,0,0.52,0.43,34.60,26.40,2.80,WH-03,426,37,2025-06-26,Active,4.40,0.18,2025-06-20,2025-08-24,Beige,Cotton,3,True,1,10
PROD-03021,GRO-SNA-KRA-403,Kraft Smart Snack,Kraft,Groceries,Snacks,Elite Wholesale,3.24,4.02,0,0.19,0.40,11.20,8.60,16.10,WH-06,120,26,2024-06-15,Active,4.44,0.01,2024-05-28,2024-08-18,Black,Plastic Bottle,0,True,1,100
PROD-03022,APP-SHO-ZAR-713,Zara Pro Shoe,Zara,Apparel,Shoes,Summit Suppliers,93.45,201.94,0,0.54,0.82,32.70,22.40,11.40,WH-01,387,51,2025-08-07,Active,4.93,0.18,2025-07-22,2025-09-29,White,Cotton,0,True,1,100
PROD-03023,BEA-FRA-MAC-802,Mac Eco Fragrance,Mac,Beauty,Fragrance,Summit Suppliers,77.71,216.59,0,0.64,0.35,9.80,8.30,13.60,WH-02,358,61,2025-08-12,Active,4.83,0.04,2025-08-03,2025-10-07,Red,Organic Compounds,0,True,1,10
PROD-03024,BEA-SKI-SEP-763,Sephora Pro Skincare,Sephora,Beauty,Skincare,Prime Logistics,17.58,41.31,0,0.57,0.17,7.00,5.10,17.60,WH-05,67,55,2024-12-19,Active,4.89,0.03,2024-12-06,2025-05-17,Blue,Organic Compounds,0,True,1,20
PROD-03025,APP-SHO-PUM-461,Puma Smart Shoe,,Apparel,Shoes,Apex Distributors,62.65,133.76,25,0.53,0.69,29.60,24.00,10.10,WH-08,1010,33,2024-06-06,Active,4.98,0.18,2024-05-24,2024-10-26,Grey,Cotton,0,True,1,20
